Tree ID;Species Name;Carbon Storage (lb);% of Total
103330;Hedge maple;4,1;0,0
103331;Hedge maple;4,1;0,0
103332;Arbol de judea;4,9;0,0
103333;Arbol de judea;4,9;0,0
103334;Arbol de judea;4,9;0,0
103335;Arbol de judea;4,9;0,0
103336;Hedge maple;4,1;0,0
103337;Hedge maple;4,1;0,0
103338;Hedge maple;4,1;0,0
103339;Arbol de judea;4,9;0,0
103340;Arbol de judea;4,9;0,0
103341;Arbol de judea;4,9;0,0
103342;Arbol de judea;4,9;0,0
103343;Arbol de judea;4,9;0,0
103344;Flowering ash;3,2;0,0
103345;Flowering ash;3,2;0,0
103346;Flowering ash;3,2;0,0
103347;Flowering ash;3,2;0,0
103349;Flowering ash;3,2;0,0
103350;Flowering ash;3,2;0,0
103380;White poplar;2,4;0,0
103381;White poplar;2,4;0,0
103387;Arbol de judea;4,9;0,0
103388;Silver maple;1,8;0,0
103389;Southern magnolia;3,5;0,0
103390;Southern magnolia;3,5;0,0
103393;European hornbeam;10,8;0,0
103394;Hedge maple;4,1;0,0
103395;Hedge maple;4,1;0,0
103396;Sycamore maple;4,1;0,0
103397;European turkey oak;18,2;0,0
103399;Sycamore maple;4,1;0,0
103400;Sweet cherry;4,5;0,0
103402;European hornbeam;10,8;0,0
103403;Sweet cherry;4,5;0,0
103404;Sweet cherry;4,5;0,0
103406;European hackberry;3,7;0,0
103408;European hackberry;3,7;0,0
103409;European hackberry;3,7;0,0
103410;English walnut;3,6;0,0
103419;English walnut;3,6;0,0
103420;Black mulberry;4,5;0,0
103422;Black mulberry;4,5;0,0
103424;Sycamore maple;4,1;0,0
103425;Black mulberry;4,5;0,0
103427;Hedge maple;4,1;0,0
103429;European hackberry;3,7;0,0
103430;European hackberry;3,7;0,0
103431;European hackberry;3,7;0,0
103432;European hackberry;3,7;0,0
103435;European hornbeam;10,8;0,0
103436;Boxelder;4,0;0,0
103443;Common fig;3,6;0,0
103444;Common fig;3,6;0,0
103449;Flowering ash;3,2;0,0
103450;English oak;14,8;0,0
103451;English oak;14,8;0,0
103455;Hedge maple;4,9;0,0
103456;Hedge maple;4,9;0,0
103489;Hedge maple;4,1;0,0
103490;White poplar;2,4;0,0
103491;Hedge maple;4,1;0,0
103496;Necklacepod spp;55,1;0,0
103497;Necklacepod spp;55,1;0,0
103498;Necklacepod spp;55,1;0,0
103499;Necklacepod spp;55,1;0,0
103500;Necklacepod spp;55,1;0,0
103501;Bigleaf linden;232,5;0,0
103502;Bigleaf linden;232,5;0,0
103503;Bigleaf linden;232,5;0,0
103504;Bigleaf linden;232,5;0,0
103505;Black locust;5,4;0,0
103506;Black locust;5,4;0,0
103507;Black locust;5,4;0,0
103510;Elm spp;3,6;0,0
103520;Holly oak;7,5;0,0
103521;Boxelder;4,5;0,0
103522;Hedge maple;4,9;0,0
103523;Red maple;4,0;0,0
103524;Arbol de judea;4,9;0,0
103525;Bay laurel;10,4;0,0
103526;Bay laurel;10,4;0,0
103527;Bay laurel;10,3;0,0
103528;Japanese maple;3,6;0,0
103529;European hackberry;3,7;0,0
103530;Japanese persimmon;1,8;0,0
103532;European medlar;6,6;0,0
103533;English oak;14,8;0,0
103534;Common fig;3,6;0,0
103535;Loquat tree;4,9;0,0
103537;European hornbeam;10,8;0,0
103538;European hornbeam;10,8;0,0
103539;Cherry plum;4,5;0,0
103541;European hackberry;3,7;0,0
103542;European hackberry;3,7;0,0
103543;Lombardy poplar;2,5;0,0
103545;White poplar;2,4;0,0
103547;European hackberry;3,7;0,0
103549;White poplar;1.707,2;0,0
103550;Oak spp;18,2;0,0
103551;Oak spp;18,2;0,0
103552;Oak spp;18,2;0,0
103553;Boxelder;5,0;0,0
103554;Oak spp;18,2;0,0
103555;European turkey oak;18,2;0,0
103556;European turkey oak;18,2;0,0
103557;European turkey oak;18,2;0,0
103558;European turkey oak;18,2;0,0
103559;European turkey oak;18,2;0,0
103560;European turkey oak;18,2;0,0
103561;Persian silk tree;4,2;0,0
103562;European turkey oak;18,2;0,0
103563;European turkey oak;18,2;0,0
103564;Black locust;5,4;0,0
103565;European turkey oak;18,2;0,0
103566;Persian silk tree;4,2;0,0
103567;Persian silk tree;4,2;0,0
103568;Oak spp;18,2;0,0
103569;Montpelier Maple;5,5;0,0
103570;Montpelier Maple;5,5;0,0
103571;Oak spp;18,2;0,0
103572;English walnut;3,6;0,0
103574;Oak spp;18,2;0,0
103575;English walnut;3,6;0,0
103576;English walnut;3,6;0,0
103577;Oak spp;18,2;0,0
103578;English walnut;3,6;0,0
103579;English walnut;3,6;0,0
103580;Oak spp;18,2;0,0
103581;English walnut;3,6;0,0
103582;English walnut;3,6;0,0
103583;English walnut;3,6;0,0
103585;Oak spp;18,2;0,0
103586;English walnut;3,6;0,0
103587;English walnut;3,6;0,0
103588;English walnut;3,6;0,0
103589;Oak spp;18,2;0,0
103590;English walnut;3,6;0,0
103591;English walnut;3,6;0,0
103592;Lombardy poplar;2,5;0,0
103593;Oak spp;18,2;0,0
103594;English walnut;3,6;0,0
103595;English walnut;3,6;0,0
103596;Oak spp;18,2;0,0
103598;Oak spp;18,2;0,0
103599;Oak spp;18,2;0,0
103600;Oak spp;18,2;0,0
103603;Oak spp;18,2;0,0
103604;Oak spp;18,2;0,0
103605;Oak spp;18,2;0,0
103606;Oak spp;18,2;0,0
103609;Montpelier Maple;6,1;0,0
103612;White mulberry;4,8;0,0
103613;White poplar;1.707,2;0,0
103616;White poplar;3.186,3;0,0
103617;Holly oak;7,3;0,0
103618;Washingtonia spp;3,0;0,0
103619;Washingtonia spp;3,0;0,0
103620;Common plum;5,3;0,0
103621;Japanese pittosporum;4,3;0,0
103622;Ginkgo;1,2;0,0
103639;European hornbeam;10,8;0,0
103640;European hornbeam;10,8;0,0
103641;European hornbeam;10,8;0,0
103642;European hornbeam;10,8;0,0
103643;Boxelder;4,0;0,0
103644;European hornbeam;10,8;0,0
103645;European hornbeam;10,8;0,0
103646;European hornbeam;10,8;0,0
103647;European hornbeam;10,8;0,0
103648;European hornbeam;10,8;0,0
103652;Paper mulberry;2,5;0,0
103653;Boxelder;4,0;0,0
103660;Hedge maple;4,9;0,0
103662;Hedge maple;4,9;0,0
103663;Tree of heaven;4,2;0,0
103664;Tree of heaven;4,2;0,0
103665;Oak spp;18,2;0,0
103666;Horse chestnut;3,6;0,0
103667;Oak spp;18,2;0,0
103668;Horse chestnut;3,6;0,0
103671;Basswood spp;3,2;0,0
103673;Elm spp;3,6;0,0
103674;Callery pear;3,9;0,0
103676;Basswood spp;3,2;0,0
103677;Basswood spp;3,2;0,0
103678;Basswood spp;3,2;0,0
103679;Basswood spp;3,2;0,0
103680;Basswood spp;3,2;0,0
103681;Basswood spp;3,2;0,0
103682;European ash;3,5;0,0
103684;Hedge maple;4,1;0,0
103685;Hedge maple;4,1;0,0
103686;Hedge maple;4,1;0,0
103687;Hedge maple;4,1;0,0
103688;Hedge maple;4,1;0,0
103689;Hedge maple;4,1;0,0
103690;Hedge maple;4,1;0,0
103691;Hedge maple;4,1;0,0
103692;Hedge maple;4,1;0,0
103693;Hedge maple;4,1;0,0
103694;Hedge maple;4,1;0,0
103695;Hedge maple;4,1;0,0
103696;Hedge maple;4,1;0,0
103697;Hedge maple;4,1;0,0
103698;Hedge maple;4,1;0,0
103700;Hedge maple;4,1;0,0
103701;Hedge maple;4,1;0,0
103702;Hedge maple;4,1;0,0
103703;Hedge maple;4,1;0,0
103704;Hedge maple;4,1;0,0
103705;Hedge maple;4,1;0,0
103706;Hedge maple;4,1;0,0
103707;Hedge maple;4,1;0,0
103708;Basswood spp;3,2;0,0
103709;Basswood spp;3,2;0,0
103710;Basswood spp;3,2;0,0
103711;Basswood spp;3,2;0,0
103712;Arbol de judea;4,9;0,0
103713;Arbol de judea;4,9;0,0
103714;Arbol de judea;4,9;0,0
103715;Arbol de judea;4,9;0,0
103716;European ash;3,5;0,0
103717;European ash;3,5;0,0
103718;European ash;3,5;0,0
103719;European ash;3,5;0,0
103720;European ash;3,5;0,0
103721;Arbol de judea;4,9;0,0
103723;Arbol de judea;4,9;0,0
103724;Arbol de judea;4,9;0,0
103726;European hornbeam;10,8;0,0
103727;Boxelder;46,2;0,0
103728;Silver wattle;24,6;0,0
103729;Bay laurel;10,3;0,0
103730;Arizona cypress;97,3;0,0
103732;Bay laurel;10,3;0,0
103733;Littleleaf linden;232,5;0,0
103734;Austrian pine;2,2;0,0
103735;Littleleaf linden;232,5;0,0
103736;Littleleaf linden;232,5;0,0
103737;Littleleaf linden;232,5;0,0
103738;Littleleaf linden;232,5;0,0
103739;Littleleaf linden;232,5;0,0
103740;Littleleaf linden;232,5;0,0
103741;Littleleaf linden;232,5;0,0
103742;Littleleaf linden;232,5;0,0
103744;Hedge maple;4,1;0,0
103745;Sweet cherry;4,5;0,0
103746;Apricot;6,5;0,0
103747;Common apple;4,0;0,0
103748;Common pear;4,1;0,0
103749;Hedge maple;4,1;0,0
103751;Red horsechestnut;3,4;0,0
103755;Bigleaf linden;3,4;0,0
103756;Flowering ash;3,2;0,0
103757;Flowering ash;3,2;0,0
103758;Arbol de judea;4,9;0,0
103760;Holly oak;6,9;0,0
103761;Norway maple;6,1;0,0
103769;Black walnut;3,2;0,0
103770;European turkey oak;18,2;0,0
103771;Black walnut;3,2;0,0
103772;European turkey oak;18,2;0,0
103773;Oak spp;18,2;0,0
103774;Oak spp;18,2;0,0
103775;European turkey oak;18,2;0,0
103776;Devilwood spp;5,4;0,0
103778;Mulberry spp;4,5;0,0
103779;White poplar;2,4;0,0
103780;English oak;14,8;0,0
103783;English oak;14,8;0,0
103785;English oak;14,8;0,0
103787;English oak;14,8;0,0
103788;English oak;14,8;0,0
103789;English oak;14,8;0,0
103790;English oak;14,8;0,0
103791;English oak;14,8;0,0
103792;English oak;14,8;0,0
103794;Devilwood spp;5,4;0,0
103795;Narrow-leafed ash;3,1;0,0
103797;Montpelier Maple;4,1;0,0
103798;Montpelier Maple;4,1;0,0
103799;Montpelier Maple;4,1;0,0
103807;Hedge maple;4,1;0,0
103808;Hedge maple;4,1;0,0
103809;Hedge maple;4,1;0,0
103810;European hornbeam;10,8;0,0
103811;European hornbeam;10,8;0,0
103812;Elm spp;3,6;0,0
103816;Arbol de judea;51,6;0,0
103817;Arbol de judea;51,6;0,0
103818;Arbol de judea;51,6;0,0
103835;Black poplar;3.186,3;0,0
103842;European hackberry;3,7;0,0
103843;Hedge maple;4,9;0,0
103844;Hedge maple;4,9;0,0
103845;Hedge maple;4,9;0,0
103855;European hackberry;3,7;0,0
103857;Hedge maple;4,9;0,0
103858;White poplar;37,4;0,0
103862;Hedge maple;4,9;0,0
103863;Hedge maple;4,9;0,0
103865;Arbol de judea;4,9;0,0
103866;Arbol de judea;4,9;0,0
103867;Arbol de judea;4,9;0,0
103868;Arbol de judea;4,9;0,0
103869;Arbol de judea;4,9;0,0
103870;Arbol de judea;4,9;0,0
103871;Arbol de judea;4,9;0,0
103872;Arbol de judea;4,9;0,0
103873;Arbol de judea;4,9;0,0
103874;Arbol de judea;4,9;0,0
103876;Arbol de judea;4,9;0,0
103877;Callery pear;3,9;0,0
103878;Callery pear;3,9;0,0
103879;Callery pear;3,9;0,0
103880;Elm spp;3,6;0,0
103881;European ash;3,5;0,0
103884;Flowering ash;3,2;0,0
103885;Hop hornbeam;3,0;0,0
103888;Hop hornbeam;3,0;0,0
103889;Hop hornbeam;3,0;0,0
103890;Hop hornbeam;3,0;0,0
103891;Hop hornbeam;3,0;0,0
103901;Littleleaf linden;3,4;0,0
103902;Littleleaf linden;3,4;0,0
103903;Callery pear;3,9;0,0
103904;Callery pear;3,9;0,0
103905;Callery pear;3,9;0,0
103906;Callery pear;3,9;0,0
103907;Callery pear;3,9;0,0
103908;Callery pear;3,9;0,0
103909;Callery pear;3,9;0,0
103910;Callery pear;3,9;0,0
103911;Callery pear;3,9;0,0
103913;Callery pear;3,9;0,0
103914;Callery pear;3,9;0,0
103915;Callery pear;3,9;0,0
103917;Callery pear;3,9;0,0
103918;Callery pear;3,9;0,0
103919;Callery pear;3,9;0,0
103945;European ash;3,5;0,0
103946;European ash;3,5;0,0
103947;European ash;3,5;0,0
103948;European ash;3,5;0,0
103949;European ash;3,5;0,0
103950;European ash;3,5;0,0
103952;Hedge maple;4,1;0,0
103953;Hedge maple;4,1;0,0
103955;Hedge maple;4,1;0,0
103956;Hedge maple;4,1;0,0
103957;Arbol de judea;4,9;0,0
103959;Bigleaf linden;3,4;0,0
103962;European hornbeam;10,8;0,0
103963;European hornbeam;10,8;0,0
103964;Common pear;4,1;0,0
103965;Necklacepod spp;5,2;0,0
103966;Flowering ash;3,2;0,0
103968;Horse chestnut;3,6;0,0
103970;Sycamore spp;2,2;0,0
103971;English walnut;3,6;0,0
103973;Horse chestnut;3,6;0,0
103974;Horse chestnut;3,6;0,0
103976;Horse chestnut;3,6;0,0
103977;Horse chestnut;3,6;0,0
103978;Horse chestnut;3,6;0,0
103980;Necklacepod spp;5,2;0,0
103981;Callery pear;3,9;0,0
103982;Callery pear;3,9;0,0
103983;Callery pear;3,9;0,0
103984;Callery pear;3,9;0,0
103985;Callery pear;3,9;0,0
103986;Callery pear;3,9;0,0
103987;Callery pear;3,9;0,0
103988;Hedge maple;4,1;0,0
103989;Hedge maple;4,1;0,0
103990;European ash;3,5;0,0
104009;Hop hornbeam;3,0;0,0
104014;Hop hornbeam;3,0;0,0
104015;Arbol de judea;4,9;0,0
104016;Arbol de judea;4,9;0,0
104017;Arbol de judea;4,9;0,0
104018;Japanese zelkova;3,5;0,0
104020;Japanese zelkova;3,5;0,0
104021;Japanese zelkova;3,5;0,0
104022;Japanese zelkova;3,5;0,0
104024;Flowering ash;3,2;0,0
104029;Hedge maple;4,1;0,0
104030;Hedge maple;4,1;0,0
104031;Bigleaf linden;3,4;0,0
104032;English oak;14,8;0,0
104033;Common pear;4,1;0,0
104040;Japanese zelkova;3,5;0,0
104041;Hedge maple;4,1;0,0
104047;White mulberry;4,8;0,0
104048;White mulberry;4,8;0,0
104049;White mulberry;4,8;0,0
104050;Common pear;4,1;0,0
104051;Common pear;4,1;0,0
104052;Common pear;4,1;0,0
104053;Arbol de judea;4,9;0,0
104054;Arbol de judea;4,9;0,0
104055;Arbol de judea;4,9;0,0
104056;Apple spp;4,0;0,0
104057;Arbol de judea;4,9;0,0
104058;English walnut;3,6;0,0
104066;European ash;3,5;0,0
104067;European ash;3,5;0,0
104068;European ash;3,5;0,0
104069;European ash;3,5;0,0
104070;European ash;3,5;0,0
104071;European hackberry;3,7;0,0
104072;European hackberry;3,7;0,0
104073;European hackberry;3,7;0,0
104074;European hackberry;3,7;0,0
104075;European hackberry;3,7;0,0
104076;Littleleaf linden;3,4;0,0
104077;Littleleaf linden;3,4;0,0
104078;Littleleaf linden;3,4;0,0
104079;Littleleaf linden;3,4;0,0
104080;Littleleaf linden;3,4;0,0
104089;Littleleaf linden;3,4;0,0
104090;Littleleaf linden;3,4;0,0
104091;Sweet cherry;4,5;0,0
104092;Sweet cherry;4,5;0,0
104093;Sweet cherry;4,5;0,0
104094;Sweet cherry;4,5;0,0
104095;European ash;3,5;0,0
104096;European ash;3,5;0,0
104097;European ash;3,5;0,0
104098;European ash;3,5;0,0
104099;European ash;3,5;0,0
104100;Sweet cherry;4,5;0,0
104121;Black locust;294,5;0,0
104122;White willow;4.197,8;0,0
104123;European hackberry;24,2;0,0
104124;European hackberry;24,2;0,0
104127;Willow spp;1.924,0;0,0
104128;Willow spp;1.924,0;0,0
104129;Cottonwood spp;5.389,2;0,0
104143;European medlar;6,6;0,0
104144;European medlar;6,6;0,0
104145;European medlar;6,6;0,0
104151;Japanese persimmon;1,8;0,0
104152;Japanese persimmon;1,8;0,0
104153;English walnut;3,6;0,0
104155;Japanese persimmon;1,8;0,0
104156;Black mulberry;341,2;0,0
104157;Ash spp;42,8;0,0
104158;European hackberry;79,5;0,0
104159;Hop hornbeam;43,5;0,0
104160;European hackberry;24,2;0,0
104165;Apricot;6,5;0,0
104169;Plum spp;5,3;0,0
104170;Plum spp;5,3;0,0
104171;Olive;4,8;0,0
104175;Hedge maple;4,1;0,0
104176;Hedge maple;4,1;0,0
104177;Elm spp;3,6;0,0
104178;Elm spp;3,6;0,0
104182;White mulberry;67,6;0,0
104183;European hackberry;3,7;0,0
104184;European hackberry;3,7;0,0
104185;European hackberry;3,7;0,0
104186;European hackberry;3,7;0,0
104187;European hackberry;3,7;0,0
104188;Littleleaf linden;3,4;0,0
104189;Littleleaf linden;3,4;0,0
104190;Littleleaf linden;3,4;0,0
104191;Sweet cherry;4,5;0,0
104192;Sweet cherry;4,5;0,0
104193;Sweet cherry;4,5;0,0
104194;Sweet cherry;4,5;0,0
104195;Sweet cherry;4,5;0,0
104197;Common crapemyrtle;4,4;0,0
104198;Common crapemyrtle;4,4;0,0
104199;Common crapemyrtle;4,4;0,0
104200;Common crapemyrtle;4,4;0,0
104201;Common crapemyrtle;4,4;0,0
104202;Common crapemyrtle;4,4;0,0
104203;Common crapemyrtle;4,4;0,0
104204;Common crapemyrtle;4,4;0,0
104205;Common crapemyrtle;4,4;0,0
104206;Common crapemyrtle;4,4;0,0
104207;Common crapemyrtle;4,4;0,0
104208;Common crapemyrtle;4,4;0,0
104209;Common crapemyrtle;4,4;0,0
104210;Common crapemyrtle;4,4;0,0
104211;Common crapemyrtle;4,4;0,0
104212;Common crapemyrtle;4,4;0,0
104213;Common crapemyrtle;4,4;0,0
104214;Common crapemyrtle;4,4;0,0
104215;Arbol de judea;4,9;0,0
104216;Arbol de judea;4,9;0,0
104217;European ash;3,5;0,0
104218;Bigleaf linden;3,4;0,0
104220;Bigleaf linden;3,4;0,0
104221;Bigleaf linden;3,4;0,0
104222;Bigleaf linden;3,4;0,0
104228;Arbol de judea;4,9;0,0
104229;Arbol de judea;4,9;0,0
104230;Common apple;4,0;0,0
104231;White mulberry;4,8;0,0
104235;Hedge maple;4,1;0,0
104236;Bigleaf linden;3,4;0,0
104237;Red horsechestnut;3,4;0,0
104240;Hedge maple;4,1;0,0
104241;Hedge maple;4,1;0,0
104242;Hedge maple;4,1;0,0
104282;Necklacepod spp;5,2;0,0
104283;Necklacepod spp;5,2;0,0
104284;Hedge maple;4,1;0,0
104285;Hedge maple;4,1;0,0
104286;Hedge maple;4,1;0,0
104401;Black locust;57,7;0,0
104402;Black locust;57,7;0,0
104403;Black locust;57,7;0,0
104404;Black locust;57,7;0,0
104405;Black locust;57,7;0,0
104406;Black locust;57,7;0,0
104407;Black locust;57,7;0,0
104409;Lombardy poplar;214,1;0,0
104410;Hedge maple;4,1;0,0
104411;Blackthorn;5,3;0,0
104415;Elm spp;2.023,1;0,0
104416;Black mulberry;4,5;0,0
104417;Cherry plum;4,5;0,0
104418;Cherry plum;4,5;0,0
104425;Common fig;51,0;0,0
104428;European hackberry;24,2;0,0
104429;Italian cypress;99,8;0,0
104437;Black poplar;208,4;0,0
104438;Black poplar;208,4;0,0
104439;Black poplar;208,4;0,0
104442;Black poplar;740,5;0,0
104459;Black locust;294,5;0,0
104461;Plum spp;5,3;0,0
104463;Callery pear;3,9;0,0
104464;Arbol de judea;4,9;0,0
104466;False Cypress spp;768,3;0,0
104468;European hackberry;24,2;0,0
104469;White poplar;37,4;0,0
104470;Black poplar;37,4;0,0
104474;Black poplar;37,4;0,0
104477;Black poplar;37,4;0,0
104478;Hedge maple;4,1;0,0
104480;Hedge maple;4,9;0,0
104482;Basswood spp;3,2;0,0
104484;Silver maple;28,5;0,0
104485;Silver maple;28,5;0,0
104487;Ginkgo;1,2;0,0
104492;Horse chestnut;4,0;0,0
104493;Littleleaf linden;3,4;0,0
104494;Littleleaf linden;3,4;0,0
104495;Littleleaf linden;3,4;0,0
104496;Japanese privet;4,7;0,0
104497;Sycamore maple;4,1;0,0
104500;Bay laurel;10,3;0,0
104501;Bay laurel;10,3;0,0
104502;Bay laurel;10,3;0,0
104503;Black walnut;3,2;0,0
104504;Olive;4,8;0,0
104505;Horse chestnut;3,6;0,0
104507;Boxelder;3,3;0,0
104510;White poplar;37,4;0,0
104511;White poplar;37,4;0,0
104512;Rose-of-sharon;4,4;0,0
104529;Plum spp;5,3;0,0
104531;English yew;5,9;0,0
104534;Japanese privet;5,9;0,0
104535;Bay laurel;10,3;0,0
104536;Bay laurel;10,3;0,0
104537;Sycamore maple;4,8;0,0
104538;Boxelder;4,0;0,0
104539;Black mulberry;4,5;0,0
104543;European hackberry;3,7;0,0
104544;Littleleaf linden;3,4;0,0
104545;Boxelder;3,3;0,0
104546;White poplar;37,4;0,0
104547;White poplar;37,4;0,0
104548;White poplar;37,4;0,0
104549;White poplar;37,4;0,0
104550;Deodar cedar;9,8;0,0
104551;Black poplar;2,4;0,0
104556;Japanese privet;4,7;0,0
104557;Japanese privet;4,7;0,0
104558;Japanese privet;4,7;0,0
104559;Japanese privet;4,7;0,0
104560;Japanese privet;4,7;0,0
104561;Japanese privet;4,7;0,0
104564;Cherry plum;4,5;0,0
104565;Plum spp;5,3;0,0
104566;Plum spp;5,3;0,0
104569;Loquat tree;4,9;0,0
104571;Black locust;5,4;0,0
104572;White poplar;37,4;0,0
104573;Black locust;5,4;0,0
104574;Black locust;5,4;0,0
104575;Black locust;5,4;0,0
104576;Arbol de judea;4,9;0,0
104577;European hackberry;3,7;0,0
104578;European hackberry;3,7;0,0
104580;European hackberry;3,7;0,0
104581;Holly oak;7,3;0,0
104589;Japanese privet;4,7;0,0
104590;Japanese privet;4,7;0,0
104594;Hedge maple;4,1;0,0
104598;Italian stone pine;3,0;0,0
104600;European hackberry;24,2;0,0
104605;White poplar;37,4;0,0
104608;White poplar;2,4;0,0
104609;White poplar;2,4;0,0
104611;White poplar;2,4;0,0
104613;Peach;5,3;0,0
104614;English walnut;3,6;0,0
104617;Honeylocust;263,7;0,0
104624;European hackberry;521,6;0,0
104625;European hornbeam;10,8;0,0
104630;Port orford cedar;9,3;0,0
104631;Port orford cedar;9,3;0,0
104634;Port orford cedar;9,3;0,0
104635;Port orford cedar;9,3;0,0
104636;European ash;3,5;0,0
104637;European ash;3,5;0,0
104641;Plum spp;5,3;0,0
104643;White mulberry;4,8;0,0
104645;Japanese privet;4,7;0,0
104654;White poplar;1.707,2;0,0
104655;Loquat tree;4,7;0,0
104656;Loquat tree;4,7;0,0
104657;Japanese privet;4,7;0,0
104658;Japanese privet;4,7;0,0
104659;European hackberry;339,2;0,0
104673;Arbol de judea;4,9;0,0
104674;Hedge maple;4,1;0,0
104675;White poplar;2,4;0,0
104676;Cherry plum;4,5;0,0
104677;Plum spp;5,3;0,0
104680;Boxelder;219,6;0,0
104683;European hackberry;3,7;0,0
104715;Boxelder;4,5;0,0
104716;Boxelder;4,5;0,0
104727;English walnut;3,6;0,0
104728;English walnut;3,6;0,0
104730;Norway spruce;12,7;0,0
104732;European hornbeam;10,8;0,0
104733;European hornbeam;10,8;0,0
104734;European hornbeam;10,8;0,0
104735;European hornbeam;10,8;0,0
104736;European hornbeam;10,8;0,0
104737;Hedge maple;4,1;0,0
104738;Cherry plum;4,5;0,0
104739;Littleleaf linden;3,4;0,0
104740;Black locust;5,4;0,0
104741;Japanese privet;5,9;0,0
104742;Bigleaf linden;3,4;0,0
104746;English oak;14,8;0,0
104749;Wild Service Tree;4,0;0,0
104750;Wild Service Tree;4,0;0,0
104752;English oak;14,8;0,0
104757;White poplar Pyramidalis;2,5;0,0
104759;White poplar Pyramidalis;2,5;0,0
104761;White poplar Pyramidalis;2,5;0,0
104763;White poplar Pyramidalis;2,5;0,0
104764;English oak;14,8;0,0
104768;English oak;14,8;0,0
104770;Wild Service Tree;4,0;0,0
104781;Hedge maple;4,1;0,0
104782;Hedge maple;4,1;0,0
104783;Paper mulberry;2,5;0,0
104784;Paper mulberry;2,5;0,0
104785;Paper mulberry;2,5;0,0
104786;Paper mulberry;2,5;0,0
104789;Lombardy poplar;760,5;0,0
104790;Lombardy poplar;760,5;0,0
104792;European medlar;6,6;0,0
104797;Black locust;5,4;0,0
104798;European hackberry;3,7;0,0
104799;Hedge maple;5,5;0,0
104800;White mulberry;67,6;0,0
104801;Loquat tree;4,7;0,0
104802;Loquat tree;4,7;0,0
104804;Basswood spp;3,2;0,0
104806;Basswood spp;3,2;0,0
104811;Arizona cypress;20,2;0,0
104812;Arizona cypress;20,2;0,0
104813;Arizona cypress;20,2;0,0
104816;Arizona cypress;20,2;0,0
104817;Arizona cypress;20,2;0,0
104818;Arizona cypress;20,2;0,0
104820;Arizona cypress;20,2;0,0
104822;Arizona cypress;1.033,3;0,0
104823;Arizona cypress;20,2;0,0
104824;Black locust;5,4;0,0
104826;European hackberry;3,7;0,0
104830;Boxelder;3,3;0,0
104831;Bay laurel;10,3;0,0
104835;Common fig;3,6;0,0
104836;Persian silk tree;4,2;0,0
104837;Hedge maple;4,1;0,0
104842;Lombardy poplar;2,5;0,0
104843;Boxelder;46,2;0,0
104844;Boxelder;46,2;0,0
104845;Black locust;1.016,7;0,0
104846;White poplar;1.707,2;0,0
104847;Populus canescens;2,5;0,0
104848;Populus canescens;2,5;0,0
104849;Populus canescens;2,5;0,0
104850;Basswood spp;3,2;0,0
104851;European black elderberry;4,3;0,0
104852;Norway spruce;12,7;0,0
104854;European hornbeam;10,8;0,0
104855;Common fig;3,6;0,0
104856;Hedge maple;4,1;0,0
104859;White mulberry;4,8;0,0
104860;Plum spp;5,3;0,0
104861;European hackberry;3,7;0,0
104862;Lombardy poplar;2,5;0,0
104863;Lombardy poplar;2,5;0,0
104865;Lombardy poplar;2,5;0,0
104866;Lombardy poplar;2,5;0,0
104867;Holly oak;6,9;0,0
104868;White mulberry;4,8;0,0
104869;White willow;1,9;0,0
104870;European black elderberry;4,5;0,0
104873;European alder;218,9;0,0
104875;Hop hornbeam;43,5;0,0
104879;Hop hornbeam;3,0;0,0
104880;Hop hornbeam;43,5;0,0
104882;Hop hornbeam;3,0;0,0
104885;Hop hornbeam;43,5;0,0
104886;Hop hornbeam;43,5;0,0
104887;Hop hornbeam;3,0;0,0
104888;Hop hornbeam;43,5;0,0
104892;European alder;218,9;0,0
104893;Hop hornbeam;43,5;0,0
104894;Hop hornbeam;3,0;0,0
104900;Hop hornbeam;43,5;0,0
104902;Hop hornbeam;3,0;0,0
104903;Hop hornbeam;3,0;0,0
104905;Hop hornbeam;3,0;0,0
104909;Lombardy poplar;760,5;0,0
104910;Lombardy poplar;760,5;0,0
104911;Lombardy poplar;760,5;0,0
104914;Lombardy poplar;760,5;0,0
104915;Lombardy poplar;214,1;0,0
104918;Lombardy poplar;214,1;0,0
104920;Lombardy poplar;214,1;0,0
104923;Lombardy poplar;214,1;0,0
104924;Lombardy poplar;214,1;0,0
104926;Lombardy poplar;214,1;0,0
104930;Lombardy poplar;214,1;0,0
104935;Lombardy poplar;214,1;0,0
104940;Lombardy poplar;214,1;0,0
104941;Hedge maple;4,9;0,0
104942;Lombardy poplar;214,1;0,0
104943;Lombardy poplar;214,1;0,0
104944;Hedge maple;4,9;0,0
104945;Lombardy poplar;214,1;0,0
104946;Lombardy poplar;214,1;0,0
104950;Lombardy poplar;214,1;0,0
104955;Hedge maple;4,9;0,0
104959;Hedge maple;4,9;0,0
104960;Lombardy poplar;214,1;0,0
104961;Hedge maple;4,9;0,0
104962;Hedge maple;4,9;0,0
104963;Hedge maple;4,9;0,0
104964;Hedge maple;4,1;0,0
104965;Hedge maple;4,1;0,0
104967;Hedge maple;4,1;0,0
104968;Hedge maple;4,9;0,0
104969;Lombardy poplar;760,5;0,0
104970;Hedge maple;4,1;0,0
104971;Hedge maple;4,1;0,0
104972;Lombardy poplar;214,1;0,0
104973;Hedge maple;4,1;0,0
104974;Lombardy poplar;760,5;0,0
